Enc Uniprot Accession	Gene Name	Organism	Phylum	Superkingdom	Taxonomy ID	Family 2 (A or B?)	Double Encapsulin?	Double Enc Operon Position	Enc_Neighbor_Accession	Cargo Type	Cysteine Desulfurase Accessions	Terpene Cyclase Accessions	Polyprenyl Transferase Accession	Xylulose Kinase Accession	Split Sequence?	Genome Neighbors (Genome neighborhood index compared to Encapsulin (Negative values are upstream)| Uniprot Accession | Description| Pfam Family)
A0A2G7E2S2	CLT76_0703	Streptomyces sp. CNZ279.	Actinobacteria	Bacteria	2035251	Family 2B	Double cNMP-Enc	2	A0A2G7E2S1	Minor						"(-10|A0A2G7E2T1|Uncharacterized protein|none),(-9|A0A2G7E2S5|Anti-sigma regulatory factor (Ser/Thr protein kinase)|PF13581),(-8|A0A2G7E2U3|Uncharacterized protein|none),(-7|A0A2G7E2V3|Cysteine synthase A|PF00291),(-6|A0A2G7E3H4|Polyketide cyclase/dehydrase/lipid transport protein|PF10604),(-5|A0A2G7E2Q7|DeoR family transcriptional regulator|PF00455-PF08220),(-4|A0A2G7E2S4|Uncharacterized protein|none),(-3|A0A2G7E2R4|Parallel beta-helix repeat protein|PF00004-PF13229-PF17866),(-2|A0A2G7E555|Uncharacterized protein|none),(-1|A0A2G7E2S1|Cyclic nucleotide-binding domain-containing protein|PF00027),(1|A0A2G7E2R3|Probable phosphoketolase|PF03894-PF09363-PF09364),(2|A0A2G7E2T2|GAF domain-containing protein|PF01590),(3|A0A2G7E2U0|Aldehyde dehydrogenase|PF00171),(4|A0A2G7E3G5|Uncharacterized protein|PF05610),(5|A0A2G7E2N6|Uncharacterized protein|none),(6|A0A2G7E2R6|Tellurite resistance protein TerA|PF02342),(7|A0A2G7E2Q3|Hopene-associated glycosyltransferase HpnB|PF00535),(8|A0A2G7E545|Glutamate racemase|PF01177),(9|A0A2G7E2R2|Uncharacterized protein|none),(10|A0A2G7E2R1|Uncharacterized protein|none)"
A0A2G7ENY0	CLW09_00448	Streptomyces sp. 70.	Actinobacteria	Bacteria	1827606	Family 2B				Terpene Cyclase		A0A2G7ENU2				"(-10|A0A2G7ENX1|Pimeloyl-ACP methyl ester carboxylesterase|PF00561),(-9|A0A2G7ENT1|TetR family transcriptional regulator|PF00440-PF17920),(-8|A0A2G7ENU1|EmrB/QacA subfamily drug resistance transporter|PF07690),(-7|A0A2G7EPS9|Uncharacterized protein|none),(-6|A0A2G7ENU6|Tyrosinase co-factor MelC1|PF06236),(-5|A0A2G7ENV0|Tyrosinase|PF00264),(-4|A0A2G7ENX2|Polyketide cyclase/dehydrase/lipid transport protein|PF03364),(-3|A0A2G7EP17|Ribonuclease H|PF00075),(-2|A0A2G7ENX4|Uncharacterized protein|PF18029),(-1|A0A2G7ERI7|Propanol-preferring alcohol dehydrogenase|PF08240),(1|A0A2G7ENU2|2-methylisoborneol synthase|PF19086),(2|A0A2G7ENU9|Geranyl diphosphate 2-C-methyltransferase|PF08241),(3|A0A2G7EPT9|Two-component system response regulator RegX3|PF00072-PF00486),(4|A0A2G7ENV6|Signal transduction histidine kinase|PF00072-PF00512-PF02518-PF08448),(5|A0A2G7ENV8|Uncharacterized protein|none),(7|A0A2G7ENY1|Putative 3-demethylubiquinone-9 3-methyltransferase (Glyoxalase superfamily)|PF06983),(8|A0A2G7EP26|Pimeloyl-ACP methyl ester carboxylesterase|PF06441),(9|A0A2G7ENY5|ATP-dependent Clp protease proteolytic subunit|PF00574),(10|A0A2G7ERJ8|ATP-dependent Clp protease proteolytic subunit|PF00574)"
A0A2G7F5H5	CLW09_06575	Streptomyces sp. 70.	Actinobacteria	Bacteria	1827606	Family 2B				Polyprenyl Transferase			A0A2G7F5D4			"(-10|A0A2G7F5G4|Histidine kinase|PF07568-PF08448-PF12282),(-9|A0A2G7F5C7|Transcriptional regulator WhiB|PF02467),(-8|A0A2G7F5S4|Diacylglycerol kinase family enzyme|PF00781),(-7|A0A2G7F5H2|Uncharacterized protein|none),(-6|A0A2G7F7Z6|RNA polymerase sigma-28 (SigD/FliA/WhiG) subunit|PF04539-PF04542-PF04545),(-5|A0A2G7F5E3|Serine/threonine-protein kinase RsbW|none),(-4|A0A2G7F5F1|Ubiquitin-hydrolase Zn-finger-containing protein|PF02148),(-3|A0A2G7F5D3|Sodium/proton antiporter (CPA1 family)|PF00999),(-2|A0A2G7F6H2|1-aminocyclopropane-1-carboxylate deaminase|PF00291),(-1|A0A2G7F5G7|N-acetylmuramoyl-L-alanine amidase|PF01510),(1|A0A2G7F5D4|Geranylgeranyl diphosphate synthase type I|PF00348),(2|A0A2G7F5T6|Acetyltransferase (GNAT) family protein|PF00583),(3|A0A2G7F5I2|Uncharacterized protein|none),(4|A0A2G7F807|YCII domain-containing protein|PF03795),(5|A0A2G7F5F3|RNA polymerase ECF family sigma subunit|PF04542-PF08281),(6|A0A2G7F5G1|Uncharacterized protein|none),(7|A0A2G7F5E0|Uncharacterized protein|PF18029),(8|A0A2G7F6I1|Putative glyoxalase superfamily protein PhnB|PF00903),(9|A0A2G7F5H6|AraC-like DNA-binding protein|PF12833),(10|A0A2G7F5I7|Phosphate transporter|PF01384)"
A0A2G7SVE0	CTI11_26995	Chryseobacterium sp. B5.	Bacteroidetes	Bacteria	2050562	Family 2A				Putative Cysteine Desulfurase						"(-8|A0A2G7SVE5|EamA/RhaT family transporter|PF00892),(-7|A0A2G7SVB7|Fasciclin|PF02469),(-6|A0A2G7SXN4|Uncharacterized protein|PF13668),(-5|A0A2G7SVC1|Uncharacterized protein|none),(-2|A0A2G7SVH7|Serine O-acetyltransferase|PF00132),(-1|A0A2G7SVC8|XRE family transcriptional regulator|PF01381)"
A0A2G9DJL2	CTU88_33360	Streptomyces sp. JV178.	Actinobacteria	Bacteria	858632	Family 2B				Terpene Cyclase		A0A2G9DHI5				"(-10|A0A2G9DHU0|Phenylacetate-CoA oxygenase subunit PaaI|PF05138),(-9|A0A2G9DI48|Phenylacetate-CoA oxygenase subunit PaaB|PF06243),(-8|A0A2G9DHI9|1,2-phenylacetyl-CoA epoxidase subunit A|PF05138),(-7|A0A2G9DK01|Phenylacetate-coenzyme A ligase|PF00501-PF14535),(-6|A0A2G9DHI6|Amidohydrolase|PF07969),(-5|A0A2G9DHH9|Amino acid transporter|PF00324),(-4|A0A2G9DHI4|TetR family transcriptional regulator|PF00440-PF02909),(-3|A0A2G9DHV8|Bleomycin resistance family protein|none),(-2|A0A2G9DHI3|Uncharacterized protein|none),(-1|A0A2G9DHW4|Fructosamine kinase|PF03881),(1|A0A2G9DHI5|Terpene synthase|PF19086),(2|A0A2G9DHT0|SAM-dependent methyltransferase|PF08241),(3|A0A2G9DI36|PG_binding_1 domain-containing protein|PF01471),(4|A0A2G9DHH8|Uncharacterized protein|none),(5|A0A2G9DJZ0|XshC-Cox1-family protein|PF02625-PF13478),(6|A0A2G9DHH4|Oxidoreductase|PF01315-PF02738),(7|A0A2G9DHG9|Molybdopterin dehydrogenase|PF00941-PF03450),(8|A0A2G9DHH6|(2Fe-2S)-binding protein|PF00111-PF01799),(9|A0A2G9DHH3|TetR family transcriptional regulator|PF00440),(10|A0A2G9DJJ9|Peptidase_S8 domain-containing protein|PF00082)"
A0A2G9DNF4	CTU88_23515	Streptomyces sp. JV178.	Actinobacteria	Bacteria	858632	Family 2B				Polyprenyl Transferase			A0A2G9DQD6			"(-10|A0A2G9DNE1|ATPase|PF02518-PF07568-PF08448-PF12282),(-9|A0A2G9DQC7|Transcriptional regulator WhiB|PF02467),(-8|A0A2G9DNH8|Diacylglycerol kinase|PF00781),(-7|A0A2G9DNE0|Uncharacterized protein|none),(-6|A0A2G9DNC6|RNA polymerase subunit sigma-70|PF04539-PF04542-PF04545),(-5|A0A2G9DNF7|Anti-sigma regulatory factor|none),(-4|A0A2G9DQS7|UBP-type domain-containing protein|PF02148),(-3|A0A2G9DNC5|Na+/H+ antiporter|PF00999),(-2|A0A2G9DP05|1-aminocyclopropane-1-carboxylate deaminase|PF00291),(-1|A0A2G9DNM6|N-acetylmuramoyl-L-alanine amidase|PF01510),(1|A0A2G9DQD6|Polyprenyl synthetase|PF00348),(2|A0A2G9DNJ3|Deaminase|PF01872),(3|A0A2G9DNF0|Uncharacterized protein|none),(4|A0A2G9DND3|YCII domain-containing protein|PF03795),(5|A0A2G9DNZ3|Uncharacterized protein|PF18029),(6|A0A2G9DNG7|VOC family protein|PF00903),(7|A0A2G9DQT6|AraC family transcriptional regulator|PF12833),(8|A0A2G9DND5|Sugar ABC transporter permease|PF00528),(9|A0A2G9DP14|ABC transporter permease|PF00528),(10|A0A2G9DNN5|Uncharacterized protein|PF13416)"
A0A2H5AU81	CFP65_0676	Kitasatospora sp. MMS16-BH015.	Actinobacteria	Bacteria	2018025	Family 2B				Terpene Cyclase		A0A2H5ATZ8				"(-10|A0A2H5AU91|Peptide ABC transporter substrate-binding protein|PF00496),(-9|A0A2H5AU08|Dipeptide transport system permease DppB|PF00528),(-8|A0A2H5AU06|Dipeptide transport system permease DppC|PF00528-PF12911),(-7|A0A2H5ATY8|Peptide ABC transporter ATP-binding protein|PF00005-PF08352),(-6|A0A2H5AU04|Oligopeptide transport ATP-binding protein AppF|PF00005-PF08352),(-5|A0A2H5AU29|Ubiquinone biosynthesis protein|PF08241),(-4|A0A2H5ATZ7|Uncharacterized protein|none),(-3|A0A2H5AU02|Acetyltransferase|PF13302),(-2|A0A2H5AU17|SAM-dependent methyltransferase|PF08241),(-1|A0A2H5AU00|Ricin B-type lectin domain-containing protein|PF14200),(1|A0A2H5ATZ8|Terpene synthase|PF19086),(2|A0A2H5ATZ5|Membrane protein|PF00571-PF01595-PF03471),(3|A0A2H5ATY0|Uncharacterized protein|PF00571-PF01595),(4|A0A2H5ATZ1|Uncharacterized protein|PF00756),(5|A0A2H5AU19|Uncharacterized protein|none),(6|A0A2H5ATY7|MerR family transcriptional regulator|PF13411),(7|A0A2H5ATY9|CbxX/CfqX|PF00004-PF17866),(8|A0A2H5AU07|Uncharacterized protein|none),(9|A0A2H5ATZ0|Acyl-CoA dehydrogenase|PF00441-PF02770-PF02771),(10|A0A2H5AU71|Uncharacterized protein|none)"
A0A2H5AV09	CFP65_1069	Kitasatospora sp. MMS16-BH015.	Actinobacteria	Bacteria	2018025	Family 2B				Minor						"(-10|A0A2H5AV19|Pyridoxal 5'-phosphate synthase subunit PdxS|PF01680),(-9|A0A2H5AV39|Pyridoxal 5'-phosphate synthase subunit PdxT|PF01174),(-8|A0A2H5AV04|Probable transcriptional regulatory protein CFP65_1078|PF01709),(-7|A0A2H5AV01|Holliday junction ATP-dependent DNA helicase RuvA|PF01330-PF07499-PF14520),(-6|A0A2H5AV31|Holliday junction ATP-dependent DNA helicase RuvB|PF05491-PF05496-PF17864),(-5|A0A2H5AV06|Preprotein translocase YajC subunit|PF02699),(-4|A0A2H5AV84|Protein translocase subunit SecD|PF02355),(-3|A0A2H5AV07|Protein-export membrane protein SecF|PF02355),(-2|A0A2H5AV17|Adenine phosphoribosyltransferase|PF00156),(-1|A0A2H5AUZ6|GTP pyrophosphokinase|PF02824-PF04607-PF13291-PF13328),(1|A0A2H5AV28|SAM-dependent methyltransferase|PF08241),(2|A0A2H5AUZ5|DNA repair protein|PF03993),(3|A0A2H5AUZ2|Peptidyl-prolyl cis-trans isomerase|PF00160),(4|A0A2H5AV21|Hydrolase|PF00753),(5|A0A2H5AUZ3|Histidine--tRNA ligase|PF03129-PF13393),(6|A0A2H5AV75|Aspartate--tRNA(Asp/Asn) ligase|PF00152-PF01336-PF02938),(7|A0A2H5AUZ8|Acetyltransferase|PF00583),(8|A0A2H5AV08|Polyphosphate kinase|PF03976),(9|A0A2H5AUY4|ABM domain-containing protein|PF03992),(10|A0A2H5AUZ9|Glyoxalase|PF00903)"
A0A2H5B0X1	CFP65_3223	Kitasatospora sp. MMS16-BH015.	Actinobacteria	Bacteria	2018025	Family 2B				Polyprenyl Transferase			A0A2H5B0T9			"(-10|A0A2H5B0X9|Uncharacterized protein|none),(-9|A0A2H5B0U9|Transcriptional regulator|PF00196),(-8|A0A2H5B0W3|Uncharacterized protein|PF00106),(-7|A0A2H5B0V1|Transposase|PF13546),(-6|A0A2H5B0W7|tRNA N6-adenosine threonylcarbamoyltransferase|PF00814),(-5|A0A2H5B0U8|Superoxide dismutase|PF00081-PF02777),(-4|A0A2H5B0U6|Uncharacterized protein|none),(-3|A0A2H5B117|Uncharacterized protein|none),(-2|A0A2H5B0U5|Methylated-DNA--[protein]-cysteine S-methyltransferase|PF01035),(-1|A0A2H5B0U0|ATP-grasp domain protein|PF15632),(1|A0A2H5B0T9|Polyprenyl synthetase|PF00348),(2|A0A2H5B0V0|Uncharacterized protein|PF14023),(3|A0A2H5B0U1|Uncharacterized protein|none),(4|A0A2H5B0W1|Uncharacterized protein|PF06742-PF06863),(5|A0A2H5B0T6|Nucleoside-diphosphate-sugar epimerase|PF01370),(6|A0A2H5B0T8|BACON domain-containing protein|PF19190),(7|A0A2H5B109|DNA repair protein RadA|PF13481-PF13541-PF18073),(8|A0A2H5B0T7|DNA integrity scanning protein DisA|PF02457-PF10635-PF12826),(9|A0A2H5B0T2|Uncharacterized protein|none),(10|A0A2H5B0V7|Adenine glycosylase|PF00633-PF00730-PF10576)"
A0A2H5B5R4	CFP65_5032	Kitasatospora sp. MMS16-BH015.	Actinobacteria	Bacteria	2018025	Family 2B				Terpene Cyclase		A0A2H5B5R7				"(-10|A0A2H5B5Q2|Pyruvate kinase|PF00224-PF02887),(-9|A0A2H5B5Q1|Acetate kinase|PF00871),(-8|A0A2H5B5S8|Phosphate acetyltransferase|PF01515-PF07085-PF13500),(-7|A0A2H5B5P4|1,4-alpha-glucan branching enzyme GlgB|PF00128-PF02806-PF02922),(-6|A0A2H5B5R5|Maltokinase|PF18085),(-5|A0A2H5B5T9|Maltose alpha-D-glucosyltransferase|PF00128-PF16657),(-4|A0A2H5B5R2|Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase|PF11896),(-3|A0A2H5B5S4|Glycogen phosphorylase|PF00343-PF11897),(-2|A0A2H5B5U0|ABC transporter|PF00005-PF00664),(-1|A0A2H5B5S0|ABC transporter|PF00005-PF00664),(1|A0A2H5B5R7|Terpene synthase|PF19086),(2|A0A2H5B5U6|Glycogen debranching protein|PF00128-PF02922),(3|A0A2H5B5R1|Uncharacterized protein|PF03734-PF17964),(4|A0A2H5B5T0|Uncharacterized protein|PF03734-PF17964),(5|A0A2H5B5V7|Uncharacterized protein|PF03734-PF17964),(6|A0A2H5B5R8|Uncharacterized protein|PF03734-PF17964),(7|A0A2H5B5T4|ATP-binding protein|PF13581),(8|A0A2H5B5U8|Uncharacterized protein|none),(9|A0A2H5B5S9|Uncharacterized protein|none),(10|A0A2H5B5S7|L-serine dehydratase|PF03313-PF03315)"
A0A2H5BB03	CFP65_6966	Kitasatospora sp. MMS16-BH015.	Actinobacteria	Bacteria	2018025	Family 2B				Polyprenyl Transferase | Terpene Cyclase		A0A2H5BB18	A0A2H5BB22			"(-10|A0A2H5BB12|1-deoxy-D-xylulose-5-phosphate synthase|PF02779-PF02780-PF13292),(-9|A0A2H5BB28|Uncharacterized protein|none),(-8|A0A2H5BB04|Fatty acid and retinol binding protein|PF05823),(-7|A0A2H5BB05|DUF11 multi-domain protein|PF01345),(-6|A0A2H5BB07|Uncharacterized protein|PF01345),(-5|A0A2H5BB13|DUF11 multi-domain protein|PF01345),(-4|A0A2H5BB00|Glutaminase|PF04960),(-3|A0A2H5BB22|Geranylgeranyl diphosphate synthase|PF00348),(-2|A0A2H5BB34|SAM-dependent methlyltransferase|PF02353),(-1|A0A2H5BB01|4-diphosphocytidyl-2-C-methyl-D-erythritol kinase|PF00288-PF08544),(1|A0A2H5BB18|Terpene synthase|PF19086),(2|A0A2H5BAZ4|SsgA family sporulation/cell division regulator|PF04686),(3|A0A2H5BAZ6|Peptidase S1 domain-containing protein|PF00089),(4|A0A2H5BAZ8|Porin|PF00230),(5|A0A2H5BB02|SsgA family sporulation/cell division regulator|PF04686),(6|A0A2H5BAZ1|Uncharacterized protein|PF06772),(7|A0A2H5BB10|Tat-translocated enzyme|PF04261),(8|A0A2H5BB26|Uncharacterized protein|none),(9|A0A2H5BAY9|Uncharacterized protein|none),(10|A0A2H5BAZ2|Uncharacterized protein|none)"
A0A2H6BXA7	NIES298_29110	Microcystis aeruginosa NIES-298.	Cyanobacteria	Bacteria	449468	Family 2A				Cysteine Desulfurase	A0A2H6BXA6					"(-10|A0A2H6BXB7|Protease 4|PF01343),(-9|A0A2I9CEL9|Uncharacterized protein|none),(-8|A0A2H6BXB3|GTPase Obg|PF01018-PF01926),(-7|A0A2H6BXB9|RNA-binding protein|PF13083),(-6|A0A2H6BXB8|30S ribosomal protein S16|PF00886),(-5|A0A2I9CEK3|Uncharacterized protein|none),(-4|A0A2I9CXT5|dTDP-glucose 4,6-dehydratase|PF16363),(-3|A0A2H6BXC2|Cation transporter|PF01545-PF16916),(-2|A0A2I9CLV2|Cysteine synthase|PF00291),(-1|A0A2H6BXA9|Serine O-acetyltransferase|PF00132),(1|A0A2H6BXA6|Cysteine desulfurase|PF00266),(2|A0A2H6BXA4|Uncharacterized protein|PF03781-PF07693),(3|A0A2H6BXB1|Uncharacterized protein|none),(4|A0A2I9CMJ3|Uncharacterized protein|none),(5|A0A2I9CEJ4|Uncharacterized protein|none),(6|A0A2H6BXA8|Uncharacterized protein|PF04255),(7|A0A2I9D8N9|Uncharacterized protein|none),(8|A0A2H6BX93|DNA processing protein DprA|PF02481-PF17782),(9|A0A2H6BXB2|Thioredoxin|PF00085),(10|A0A2H6BX97|Acetate kinase|PF00871)"
A0A2H6L8X3	myaer87_36260	Microcystis aeruginosa NIES-87.	Cyanobacteria	Bacteria	449440	Family 2A				Cysteine Desulfurase	A0A2H6L8M3					"(-10|A0A2H6L8Y2|Histidinol-phosphatase|PF00459),(-9|A0A2H6L8N0|Ribulose-phosphate 3-epimerase|PF00834),(-8|A0A2H6L8J6|Uncharacterized protein|PF08844),(-7|A0A2H6L8P6|Glycosyl transferase family 2|PF00535),(-6|A0A2H6L8Q2|Uncharacterized protein|none),(-5|A0A2H6L8M1|Uncharacterized protein|PF09594),(-4|A0A2H6L8I8|Glycosyl transferase|PF00535),(-3|A0A2H6L8K1|Cysteine synthase|PF00291),(-2|A0A2H6L8Q7|Serine O-acetyltransferase|PF00132),(-1|A0A2H6L3R2|Transposase|PF13358-PF13518),(1|A0A2H6L8M3|Cysteine desulfurase|PF00266),(2|A0A2H6L8I2|Site-specific DNA-methyltransferase (adenine-specific)|PF02086),(3|A0A2H6L8N8|Uma2 domain-containing protein|PF05685),(4|A0A2H6L8P4|Uncharacterized protein|none),(5|A0A2H6L8L0|Penicillin-insensitive transglycosylase|PF00905-PF00912),(6|A0A2H6L8I0|Pentapeptide repeat family protein|PF00805),(7|A0A2H6L8J5|Probable transcriptional regulatory protein myaer87_36190|PF01709),(8|A0A2H6L8P8|DEDD_Tnp_IS110 domain-containing protein|PF01548),(9|A0A2H6L8G7|Uncharacterized protein|PF02371),(10|A0A2H6L8W2|ABC-transporter ATP-binding protein|PF00005)"
A0A2H6LM08	NCWK1_4026	Nostoc cycadae WK-1.	Cyanobacteria	Bacteria	1861711	Family 2B	Double cNMP-Enc	2	A0A2H6LM31	Terpene Cyclase		A0A2H6LM11				"(-10|A0A2H6LLZ8|Folate/biopterin transporter|PF03092),(-9|A0A2H6LM59|Dioxygenase|PF03055),(-8|A0A2H6LM02|Glutamate dehydrogenase|PF00208-PF02812),(-7|A0A2H6LM13|Serine--tRNA ligase|PF00587-PF02403),(-6|A0A2H6LM07|Uncharacterized protein|none),(-5|A0A2H6LM05|Kynurenine 3-monooxygenase|PF01494),(-4|A0A2H6LLZ9|Primosomal protein N'|PF00270-PF00271-PF17764-PF18074-PF18319),(-3|A0A2H6LM26|RNA polymerase sigma factor|PF00140-PF04539-PF04542-PF04545),(-2|A0A2H6LM11|Terpene synthase|PF19086),(-1|A0A2H6LM31|Cyclic nucleotide-binding protein|PF00027),(1|A0A2H6LM75|N-acetyltransferase GCN5|PF00583),(2|A0A2H6LM10|Cytochrome c6|PF13442),(3|A0A2H6LM24|Tetratricopeptide repeat protein|PF00515-PF13181-PF13414),(4|A0A2H6LM17|TonB-dependent receptor|PF00593-PF07715),(5|A0A2H6LM14|ATP-dependent RNA helicase SUV3|none),(6|A0A2H6LM09|Sulfur carrier protein ThiS|PF02597),(7|A0A2H6LM34|Uncharacterized protein|PF06078),(8|A0A2H6LM22|Flagellar biosynthesis anti-sigma factor FlgM|PF04228),(9|A0A2H6LM39|Uncharacterized protein|PF08855),(10|A0A2H6LM18|Penicillin-insensitive transglycosylase|PF00905-PF00912)"
A0A2H6LM31	NCWK1_4025	Nostoc cycadae WK-1.	Cyanobacteria	Bacteria	1861711	Family 2B	Double cNMP-Enc	1	A0A2H6LM08	Terpene Cyclase		A0A2H6LM11				"(-10|A0A2H6LM19|Adenylate/guanylate cyclase with Chase sensor|PF00211-PF05226),(-9|A0A2H6LLZ8|Folate/biopterin transporter|PF03092),(-8|A0A2H6LM59|Dioxygenase|PF03055),(-7|A0A2H6LM02|Glutamate dehydrogenase|PF00208-PF02812),(-6|A0A2H6LM13|Serine--tRNA ligase|PF00587-PF02403),(-5|A0A2H6LM07|Uncharacterized protein|none),(-4|A0A2H6LM05|Kynurenine 3-monooxygenase|PF01494),(-3|A0A2H6LLZ9|Primosomal protein N'|PF00270-PF00271-PF17764-PF18074-PF18319),(-2|A0A2H6LM26|RNA polymerase sigma factor|PF00140-PF04539-PF04542-PF04545),(-1|A0A2H6LM11|Terpene synthase|PF19086),(1|A0A2H6LM08|CRP/FNR family transcriptional regulator|PF00027),(2|A0A2H6LM75|N-acetyltransferase GCN5|PF00583),(3|A0A2H6LM10|Cytochrome c6|PF13442),(4|A0A2H6LM24|Tetratricopeptide repeat protein|PF00515-PF13181-PF13414),(5|A0A2H6LM17|TonB-dependent receptor|PF00593-PF07715),(6|A0A2H6LM14|ATP-dependent RNA helicase SUV3|none),(7|A0A2H6LM09|Sulfur carrier protein ThiS|PF02597),(8|A0A2H6LM34|Uncharacterized protein|PF06078),(9|A0A2H6LM22|Flagellar biosynthesis anti-sigma factor FlgM|PF04228),(10|A0A2H6LM39|Uncharacterized protein|PF08855)"
A0A2H9RY74	GQ37_021770	Janthinobacterium sp. BJB1.	Proteobacteria	Bacteria	1506515	Family 2A				Cysteine Desulfurase	A0A2H9RY75					"(-10|A0A2H9RY85|None|none),(-9|A0A2H9RYM3|None|none),(-8|A0A2H9RYA6|None|none),(-7|A0A2H9RYE8|None|none),(-6|A0A2H9RYA0|None|none),(-5|A0A2H9RZ57|None|none),(-4|A0A2H9RYE2|None|none),(-3|A0A2H9RYT6|None|none),(-2|A0A2H9RY92|None|none),(-1|A0A2H9RY87|None|none),(1|A0A2H9RY75|None|none),(2|A0A2H9RYL6|None|none),(3|A0A2H9RY93|None|none),(4|A0A2H9RYD3|None|none),(5|A0A2H9RY88|None|none),(6|A0A2H9RZ49|None|none),(7|A0A2H9RYR9|None|none),(8|A0A2H9RY81|None|none),(9|A0A2H9RY77|None|none),(10|A0A2H9RY66|None|none)"
A0A2I0SKK0	CW362_24650	Streptomyces populi.	Actinobacteria	Bacteria	2058924	Family 2B				Terpene Cyclase		A0A2I0SKH7				"(-9|A0A2I0SKF1|TetR family transcriptional regulator|PF00440-PF18556),(-8|A0A2I0SKK9|Uncharacterized protein|none),(-7|A0A2I0SKF5|Non-specific serine/threonine protein kinase|PF00069-PF00805),(-6|A0A2I0SKG9|GNAT family N-acetyltransferase|PF13302),(-5|A0A2I0SKI2|Uncharacterized protein|none),(-4|A0A2I0SKF7|Uncharacterized protein|none),(-3|A0A2I0SKI0|Uncharacterized protein|none),(-2|A0A2I0SKI6|Uncharacterized protein|none),(-1|A0A2I0SKJ4|Uncharacterized protein|none),(1|A0A2I0SKH7|Terpene synthase|PF19086),(2|A0A2I0SKG2|SAM-dependent methyltransferase|PF02353),(3|A0A2I0SKH2|Uncharacterized protein|PF16670)"
A0A2I2KYD4	FRACA_50055	Frankia canadensis.	Actinobacteria	Bacteria	1836972	Family 2B				Terpene Cyclase		A0A2I2KYD5				"(-10|A0A2I2KYE3|Feruloyl esterase|PF07519),(-9|A0A2I2KYE6|Uncharacterized protein|none),(-8|A0A2I2KYD6|Superoxide dismutase|PF00080),(-7|A0A2I2KYD0|Putative Bacterial regulatory protein, tetR family|PF00440-PF16859),(-6|A0A2I2KYD1|Aldo/keto reductase|PF00248),(-5|A0A2I2KYC3|Uncharacterized protein|none),(-4|A0A2I2KYC9|Hemerythrin domain-containing protein|PF01814),(-3|A0A2I2KYD7|Biotin synthase|PF04055-PF06968),(-2|A0A2I2KYD8|Isopentenyl-diphosphate Delta-isomerase|PF00293),(-1|A0A2I2KYD2|Uncharacterized protein|none),(1|A0A2I2KYD5|Terpene synthase|PF19086),(2|A0A2I2KYC5|Non-specific serine/threonine protein kinase|PF00069),(3|A0A2I2KYC0|ABC-type multidrug transport system, ATPase and permease component|PF00005-PF00664),(4|A0A2I2KYC2|Lipase (Class 2)|PF01674-PF18067),(5|A0A2I2KYB2|Uncharacterized protein|none),(6|A0A2I2KYB9|Peptide deformylase|PF01327),(7|A0A2I2KYC7|Uncharacterized protein|none),(8|A0A2I2KYC8|Transglycosylase-like protein|PF06737),(9|A0A2I2KYC4|Uncharacterized protein|none),(10|A0A2I2KYC1|Uncharacterized tRNA/rRNA methyltransferase Mjls_5122|PF00588-PF08032)"
A0A2I8CQ55	C2U32_03390	Acinetobacter baumannii.	Proteobacteria	Bacteria	470	Family 2A				Cysteine Desulfurase	A0A2I8CXS4					"(-10|A0A2I8CQ65|PLP-dependent aminotransferase family protein|PF00155-PF00392),(-9|A0A2I8CQE4|LrgB family protein|PF04172),(-8|A0A2J1ELL3|CidA/LrgA family protein|PF03788),(-7|A0A2I8CQ71|LysR family transcriptional regulator|PF00126-PF03466),(-6|A0A2I8CQ85|Glutathione S-transferase|PF13417-PF14834),(-5|A0A1E3M5V4|Glutathione-dependent disulfide-bond oxidoreductase|PF00043-PF02798),(-4|A0A1E3M5Q1|LysR family transcriptional regulator|PF00126-PF03466),(-3|A0A2I8CQ24|SDR family oxidoreductase|PF13561),(-2|A0A1S2FV75|Putative rhodanese-related sulfurtransferase|PF00581),(-1|A0A2I8CQU8|Serine acetyltransferase|PF00132-PF06426),(1|A0A2I8CXS4|Cysteine desulfurase|PF00266),(2|A0A2I8CQ51|Lysine transporter LysE|PF01810),(3|A0A2I8CQD4|LysR family transcriptional regulator|PF00126-PF03466),(4|A0A2I8CQ60|ABC transporter substrate-binding protein|PF00497),(5|A0A2J8AQ65|Glutamine-binding protein|PF00497),(6|A0A2I8CQL5|Amino acid ABC transporter ATP-binding protein|PF00005),(7|A0A2I8CQ16|Amino acid ABC transporter permease|PF00528),(8|A0A2G1TI40|ABC transporter permease subunit|PF00528),(9|A0A2I8CQ13|Uncharacterized protein|none),(10|V5VEF1|Acetyltransferase|PF14542)"
